job_title,company,city,job_type,experience_level,min_experience_years,salary_pkr_k,required_skills,education,job_description,benefits,date_posted,company_tier,is_ai_ml_role,job_title_clean,required_skills_clean,skill_list,skill_count,description_clean,year_posted,month_posted,quarter,location_type,city_clean,salary_band
Full Stack Developer,10Pearls,Hybrid (Islamabad),Freelance,Junior,1.0,210,"Node.js, AWS, SQL, JavaScript, Python, Docker, React",PhD,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, AWS, SQL, JavaScript, Python, Docker, React.
        Experience required: 1.0+ years.
        This is a Full-time position.
        Education: PhD preferred.","Performance Bonus, Medical Coverage, Food Allowance, Flexible Hours",2024-12-20,MNC,False,Full Stack Developer,"Node.js, Cloud (AWS/GCP), SQL, JavaScript, Python, Docker, React","['Node.js', 'Cloud (AWS/GCP)', 'SQL', 'JavaScript', 'Python', 'Docker', 'React']",7,hiring full stack developer join team required skills node js aws sql javascript python docker react experience required 1 0 years full time position education phd preferred,2024,12,4,Hybrid,Islamabad,Senior (150–220k)
NLP Engineer,Netsol,Rawalpindi,Full-time,Junior,0.7,400,"Hugging Face, Flask, PyTorch, NLP, Python, LLMs, React, Airflow",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Flask, PyTorch, NLP, Python, LLMs, React, Airflow.
        Experience required: 0.7+ years.
        This is a Full-time position.
        Education: Masters preferred.","Performance Bonus, Professional Development, Medical Coverage",2024-12-19,MNC,True,NLP Engineer,"Hugging Face, Flask, PyTorch, NLP, Python, LLMs, React, Airflow","['Hugging Face', 'Flask', 'PyTorch', 'NLP', 'Python', 'LLMs', 'React', 'Airflow']",8,hiring nlp engineer join team required skills hugging face flask pytorch nlp python llms react airflow experience required 0 7 years full time position education masters preferred,2024,12,4,On-site,Rawalpindi,Lead (220k+)
DevOps Engineer,Techlogix,Hybrid (Karachi),Contract,Mid,4.1,380,"Kubernetes, AWS, Flask, CI/CD, Docker, Linux",Not Specified,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, Flask, CI/CD, Docker, Linux.
        Experience required: 4.1+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Health Insurance, Professional Development",2024-03-05,Tier1,False,DevOps Engineer,"Kubernetes, Cloud (AWS/GCP), Flask, CI/CD, Docker, Linux","['Kubernetes', 'Cloud (AWS/GCP)', 'Flask', 'CI/CD', 'Docker', 'Linux']",6,hiring devops engineer join team required skills kubernetes aws flask ci cd docker linux experience required 4 1 years freelance position education not specified preferred,2024,3,1,Hybrid,Karachi,Lead (220k+)
Business Intelligence Developer,Techlogix,Remote,Contract,Senior,6.3,285,"ETL, AWS, FastAPI, Kubernetes, SQL, Data Warehouse, Excel, LLMs",Masters,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, AWS, FastAPI, Kubernetes, SQL, Data Warehouse, Excel, LLMs.
        Experience required: 6.3+ years.
        This is a Full-time position.
        Education: Masters preferred.","Annual Bonus, Flexible Hours, Remote Work, Professional Development",2024-01-28,Tier1,False,Business Intelligence Developer,"ETL, Cloud (AWS/GCP), FastAPI, Kubernetes, SQL, Data Warehouse, Excel, LLMs","['ETL', 'Cloud (AWS/GCP)', 'FastAPI', 'Kubernetes', 'SQL', 'Data Warehouse', 'Excel', 'LLMs']",8,hiring business intelligence developer join team required skills etl aws fastapi kubernetes sql data warehouse excel llms experience required 6 3 years full time position education masters preferred,2024,1,1,Remote,Remote,Lead (220k+)
AI Research Engineer,Techlogix,Rawalpindi,Full-time,Junior,0.1,355,"MLflow, PyTorch, Python, Deep Learning, React, MongoDB, BERT",Not Specified,"We are hiring a AI Research Engineer to join our team. 
        Required skills: MLflow, PyTorch, Python, Deep Learning, React, MongoDB, BERT.
        Experience required: 0.1+ years.
        This is a Full-time position.
        Education: Masters preferred.","Medical Coverage, Annual Bonus, Stock Options",2024-02-11,Tier1,True,AI Research Engineer,"MLflow, PyTorch, Python, Deep Learning, React, MongoDB, BERT","['MLflow', 'PyTorch', 'Python', 'Deep Learning', 'React', 'MongoDB', 'BERT']",7,hiring ai research engineer join team required skills mlflow pytorch python deep learning react mongodb bert experience required 0 1 years full time position education masters preferred,2024,2,1,On-site,Rawalpindi,Lead (220k+)
Business Intelligence Developer,Folio3,Multan,Contract,Junior,0.6,215,"ETL, SQL, Power BI, MLflow, Data Warehouse, Excel, Git, React",Masters,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, SQL, Power BI, MLflow, Data Warehouse, Excel, Git, React.
        Experience required: 0.6+ years.
        This is a Freelance position.
        Education: Masters preferred.","Annual Bonus, Medical Coverage, Flexible Hours, Food Allowance, Remote Work",2025-02-07,Tier1,False,Business Intelligence Developer,"ETL, SQL, Power BI, MLflow, Data Warehouse, Excel, Git, React","['ETL', 'SQL', 'Power BI', 'MLflow', 'Data Warehouse', 'Excel', 'Git', 'React']",8,hiring business intelligence developer join team required skills etl sql power bi mlflow data warehouse excel git react experience required 0 6 years freelance position education masters preferred,2025,2,1,On-site,Multan,Senior (150–220k)
Machine Learning Engineer,10Pearls,Karachi,Freelance,Junior,1.0,390,"Kubernetes, TensorFlow, PyTorch, Python, Docker, Airflow, MongoDB, MLOps",PhD,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: Kubernetes, TensorFlow, PyTorch, Python, Docker, Airflow, MongoDB, MLOps.
        Experience required: 1.0+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Annual Bonus, Health Insurance, Transport Allowance, Food Allowance, Stock Options",2024-09-13,MNC,True,Machine Learning Engineer,"Kubernetes, TensorFlow, PyTorch, Python, Docker, Airflow, MongoDB, MLOps","['Kubernetes', 'TensorFlow', 'PyTorch', 'Python', 'Docker', 'Airflow', 'MongoDB', 'MLOps']",8,hiring machine learning engineer join team required skills kubernetes tensorflow pytorch python docker airflow mongodb mlops experience required 1 0 years freelance position education not specified preferred,2024,9,3,On-site,Karachi,Lead (220k+)
Data Scientist,Techlogix,Lahore,Contract,Mid,4.3,350,"FastAPI, SQL, Flask, Python, PostgreSQL, Statistics, Machine Learning, Data Visualization",Bachelors,"We are hiring a Data Scientist to join our team. 
        Required skills: FastAPI, SQL, Flask, Python, PostgreSQL, Statistics, Machine Learning, Data Visualization.
        Experience required: 4.3+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Annual Bonus, Performance Bonus, Food Allowance, Flexible Hours, Stock Options",2024-05-22,Tier1,True,Data Scientist,"FastAPI, SQL, Flask, Python, PostgreSQL, Statistics, Machine Learning, Data Visualization","['FastAPI', 'SQL', 'Flask', 'Python', 'PostgreSQL', 'Statistics', 'Machine Learning', 'Data Visualization']",8,hiring data scientist join team required skills fastapi sql flask python postgresql statistics machine learning data visualization experience required 4 3 years full time position education not specified preferred,2024,5,2,On-site,Lahore,Lead (220k+)
Data Analyst,Folio3,Remote,Freelance,Mid,3.9,265,"Node.js, SQL, Power BI, Excel, Python, Git, PostgreSQL, Data Visualization",Not Specified,"We are hiring a Data Analyst to join our team. 
        Required skills: Node.js, SQL, Power BI, Excel, Python, Git, PostgreSQL, Data Visualization.
        Experience required: 3.9+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Transport Allowance, Health Insurance, Flexible Hours, Professional Development, Stock Options",2025-01-30,Tier1,False,Data Analyst,"Node.js, SQL, Power BI, Excel, Python, Git, PostgreSQL, Data Visualization","['Node.js', 'SQL', 'Power BI', 'Excel', 'Python', 'Git', 'PostgreSQL', 'Data Visualization']",8,hiring data analyst join team required skills node js sql power bi excel python git postgresql data visualization experience required 3 9 years contract position education bachelors preferred,2025,1,1,Remote,Remote,Lead (220k+)
Business Intelligence Developer,Techlogix,Karachi,Full-time,Junior,1.7,175,"ETL, SQL, Power BI, MLflow, Data Warehouse, Excel, Docker, React",Bachelors,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, SQL, Power BI, MLflow, Data Warehouse, Excel, Docker, React.
        Experience required: 1.7+ years.
        This is a Freelance position.
        Education: Masters preferred.","Medical Coverage, Health Insurance, Transport Allowance, Remote Work",2024-05-02,Tier1,False,Business Intelligence Developer,"ETL, SQL, Power BI, MLflow, Data Warehouse, Excel, Docker, React","['ETL', 'SQL', 'Power BI', 'MLflow', 'Data Warehouse', 'Excel', 'Docker', 'React']",8,hiring business intelligence developer join team required skills etl sql power bi mlflow data warehouse excel docker react experience required 1 7 years freelance position education masters preferred,2024,5,2,On-site,Karachi,Senior (150–220k)
Lead Business Intelligence Developer,Techlogix,Lahore,Contract,Junior,1.2,190,"ETL, FastAPI, TensorFlow, SQL, Flask, Power BI, Data Warehouse, Excel",PhD,"We are hiring a Lead Business Intelligence Developer to join our team. 
        Required skills: ETL, FastAPI, TensorFlow, SQL, Flask, Power BI, Data Warehouse, Excel.
        Experience required: 1.2+ years.
        This is a Freelance position.
        Education: Masters preferred.","Professional Development, Transport Allowance",2024-11-02,Tier1,False,Lead Business Intelligence Developer,"ETL, FastAPI, TensorFlow, SQL, Flask, Power BI, Data Warehouse, Excel","['ETL', 'FastAPI', 'TensorFlow', 'SQL', 'Flask', 'Power BI', 'Data Warehouse', 'Excel']",8,hiring lead business intelligence developer join team required skills etl fastapi tensorflow sql flask power bi data warehouse excel experience required 1 2 years freelance position education masters preferred,2024,11,4,On-site,Lahore,Senior (150–220k)
Data Scientist,Netsol,Hybrid (Lahore),Contract,Mid,2.7,340,"SQL, Flask, Airflow, Python, PostgreSQL, Statistics, Machine Learning, Data Visualization",Bachelors,"We are hiring a Data Scientist to join our team. 
        Required skills: SQL, Flask, Airflow, Python, PostgreSQL, Statistics, Machine Learning, Data Visualization.
        Experience required: 2.7+ years.
        This is a Contract position.
        Education: PhD preferred.","Flexible Hours, Transport Allowance, Remote Work",2024-07-12,MNC,True,Data Scientist,"SQL, Flask, Airflow, Python, PostgreSQL, Statistics, Machine Learning, Data Visualization","['SQL', 'Flask', 'Airflow', 'Python', 'PostgreSQL', 'Statistics', 'Machine Learning', 'Data Visualization']",8,hiring data scientist join team required skills sql flask airflow python postgresql statistics machine learning data visualization experience required 2 7 years contract position education phd preferred,2024,7,3,Hybrid,Lahore,Lead (220k+)
NLP Engineer,Techlogix,Rawalpindi,Contract,Mid,3.2,485,"Hugging Face, PyTorch, NLP, Python, LLMs, React, BERT",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, NLP, Python, LLMs, React, BERT.
        Experience required: 3.2+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Transport Allowance, Stock Options, Annual Bonus",2024-09-26,Tier1,True,NLP Engineer,"Hugging Face, PyTorch, NLP, Python, LLMs, React, BERT","['Hugging Face', 'PyTorch', 'NLP', 'Python', 'LLMs', 'React', 'BERT']",7,hiring nlp engineer join team required skills hugging face pytorch nlp python llms react bert experience required 3 2 years contract position education bachelors preferred,2024,9,3,On-site,Rawalpindi,Lead (220k+)
NLP Engineer,Techlogix,Multan,Contract,Mid,2.3,555,"Hugging Face, AWS, Kubernetes, TensorFlow, PyTorch, NLP, LLMs, React",Bachelors,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, Kubernetes, TensorFlow, PyTorch, NLP, LLMs, React.
        Experience required: 2.3+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Annual Bonus, Remote Work, Performance Bonus, Medical Coverage, Food Allowance",2024-05-27,Tier1,True,NLP Engineer,"Hugging Face, Cloud (AWS/GCP), Kubernetes, TensorFlow, PyTorch, NLP, LLMs, React","['Hugging Face', 'Cloud (AWS/GCP)', 'Kubernetes', 'TensorFlow', 'PyTorch', 'NLP', 'LLMs', 'React']",8,hiring nlp engineer join team required skills hugging face aws kubernetes tensorflow pytorch nlp llms react experience required 2 3 years full time position education bachelors preferred,2024,5,2,On-site,Multan,Lead (220k+)
Data Scientist,Systems Ltd,Remote,Full-time,Junior,1.3,375,"Kubernetes, SQL, MLflow, Python, Statistics, Machine Learning, BERT, Data Visualization",Not Specified,"We are hiring a Data Scientist to join our team. 
        Required skills: Kubernetes, SQL, MLflow, Python, Statistics, Machine Learning, BERT, Data Visualization.
        Experience required: 1.3+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Remote Work, Flexible Hours, Performance Bonus, Professional Development, Annual Bonus",2024-03-28,MNC,True,Data Scientist,"Kubernetes, SQL, MLflow, Python, Statistics, Machine Learning, BERT, Data Visualization","['Kubernetes', 'SQL', 'MLflow', 'Python', 'Statistics', 'Machine Learning', 'BERT', 'Data Visualization']",8,hiring data scientist join team required skills kubernetes sql mlflow python statistics machine learning bert data visualization experience required 1 3 years full time position education bachelors preferred,2024,3,1,Remote,Remote,Lead (220k+)
DevOps Engineer,Techlogix,Rawalpindi,Full-time,Mid,2.7,270,"AWS, FastAPI, Kubernetes, CI/CD, Docker, Git, Linux, PostgreSQL",Masters,"We are hiring a DevOps Engineer to join our team. 
        Required skills: AWS, FastAPI, Kubernetes, CI/CD, Docker, Git, Linux, PostgreSQL.
        Experience required: 2.7+ years.
        This is a Freelance position.
        Education: PhD preferred.","Professional Development, Flexible Hours, Transport Allowance, Performance Bonus, Medical Coverage",2024-08-05,Tier1,False,DevOps Engineer,"Cloud (AWS/GCP), FastAPI, Kubernetes, CI/CD, Docker, Git, Linux, PostgreSQL","['Cloud (AWS/GCP)', 'FastAPI', 'Kubernetes', 'CI/CD', 'Docker', 'Git', 'Linux', 'PostgreSQL']",8,hiring devops engineer join team required skills aws fastapi kubernetes ci cd docker git linux postgresql experience required 2 7 years freelance position education phd preferred,2024,8,3,On-site,Rawalpindi,Lead (220k+)
AI Research Engineer,Netsol,Multan,Full-time,Senior,8.2,590,"Kubernetes, PyTorch, MLflow, Python, Deep Learning, Docker, BERT",PhD,"We are hiring a AI Research Engineer to join our team. 
        Required skills: Kubernetes, PyTorch, MLflow, Python, Deep Learning, Docker, BERT.
        Experience required: 8.2+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Flexible Hours, Food Allowance, Remote Work, Medical Coverage",2025-01-16,MNC,True,AI Research Engineer,"Kubernetes, PyTorch, MLflow, Python, Deep Learning, Docker, BERT","['Kubernetes', 'PyTorch', 'MLflow', 'Python', 'Deep Learning', 'Docker', 'BERT']",7,hiring ai research engineer join team required skills kubernetes pytorch mlflow python deep learning docker bert experience required 8 2 years full time position education not specified preferred,2025,1,1,On-site,Multan,Lead (220k+)
