job_title,company,city,job_type,experience_level,min_experience_years,salary_pkr_k,required_skills,education,job_description,benefits,date_posted,company_tier,is_ai_ml_role
Data Scientist,Techlogix,Islamabad,Freelance,Junior,1.9,350,"Kubernetes, FastAPI, TensorFlow, SQL, Python, Statistics, Machine Learning, Data Visualization",Not Specified,"We are hiring a Data Scientist to join our team. 
        Required skills: Kubernetes, FastAPI, TensorFlow, SQL, Python, Statistics, Machine Learning, Data Visualization.
        Experience required: 1.9+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Transport Allowance, Annual Bonus, Professional Development, Food Allowance",2024-04-20,Tier1,True
DevOps Engineer,10Pearls,Karachi,Full-time,Senior,9.3,435,"Kubernetes, AWS, LLMs, CI/CD, Docker, Linux, Git, MongoDB",Masters,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, LLMs, CI/CD, Docker, Linux, Git, MongoDB.
        Experience required: 9.3+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Performance Bonus, Transport Allowance",2024-05-28,MNC,False
AI Research Engineer,Systems Ltd,Faisalabad,Contract,Senior,6.6,510,"FastAPI, PyTorch, MLflow, Python, Deep Learning, Docker, BERT",Masters,"We are hiring a AI Research Engineer to join our team. 
        Required skills: FastAPI, PyTorch, MLflow, Python, Deep Learning, Docker, BERT.
        Experience required: 6.6+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Transport Allowance, Professional Development, Annual Bonus, Flexible Hours, Health Insurance",2025-03-17,MNC,True
Business Intelligence Developer,Systems Ltd,Remote,Freelance,Senior,8.5,315,"ETL, Node.js, SQL, Power BI, Data Warehouse, Excel, LLMs, BERT",Masters,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Node.js, SQL, Power BI, Data Warehouse, Excel, LLMs, BERT.
        Experience required: 8.5+ years.
        This is a Contract position.
        Education: Masters preferred.","Medical Coverage, Annual Bonus",2024-04-23,MNC,False
NLP Engineer,10Pearls,Remote,Contract,Mid,5.0,400,"Hugging Face, Node.js, PyTorch, NLP, Python, LLMs",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Node.js, PyTorch, NLP, Python, LLMs.
        Experience required: 5.0+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Remote Work, Performance Bonus, Food Allowance, Transport Allowance, Medical Coverage",2024-03-31,MNC,True
Business Intelligence Developer,Folio3,Lahore,Contract,Senior,8.7,410,"ETL, Node.js, FastAPI, SQL, Power BI, Data Warehouse, Excel, Git",Not Specified,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Node.js, FastAPI, SQL, Power BI, Data Warehouse, Excel, Git.
        Experience required: 8.7+ years.
        This is a Contract position.
        Education: PhD preferred.","Annual Bonus, Medical Coverage",2024-01-30,Tier1,False
Data Scientist,Folio3,Rawalpindi,Contract,Mid,2.9,460,"AWS, SQL, PyTorch, Python, LLMs, Statistics, Machine Learning, Data Visualization",Masters,"We are hiring a Data Scientist to join our team. 
        Required skills: AWS, SQL, PyTorch, Python, LLMs, Statistics, Machine Learning, Data Visualization.
        Experience required: 2.9+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Health Insurance, Flexible Hours, Performance Bonus",2024-06-24,Tier1,True
NLP Engineer,Netsol,Remote,Contract,Senior,9.6,685,"Hugging Face, AWS, PyTorch, NLP, Python, LLMs, Git, PostgreSQL",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, PyTorch, NLP, Python, LLMs, Git, PostgreSQL.
        Experience required: 9.6+ years.
        This is a Contract position.
        Education: PhD preferred.","Food Allowance, Annual Bonus, Stock Options",2024-07-16,MNC,True
AI Research Engineer,10Pearls,Islamabad,Contract,Senior,8.2,825,"MLflow, PyTorch, Python, Deep Learning, Git, BERT",Masters,"We are hiring a AI Research Engineer to join our team. 
        Required skills: MLflow, PyTorch, Python, Deep Learning, Git, BERT.
        Experience required: 8.2+ years.
        This is a Full-time position.
        Education: PhD preferred.","Stock Options, Flexible Hours, Food Allowance, Transport Allowance",2024-07-04,MNC,True
Associate Full Stack Developer,Techlogix,Islamabad,Contract,Senior,6.7,305,"Node.js, Kubernetes, SQL, MLflow, PyTorch, JavaScript, Python, LLMs",Masters,"We are hiring a Associate Full Stack Developer to join our team. 
        Required skills: Node.js, Kubernetes, SQL, MLflow, PyTorch, JavaScript, Python, LLMs.
        Experience required: 6.7+ years.
        This is a Full-time position.
        Education: Masters preferred.","Performance Bonus, Health Insurance, Transport Allowance",2024-03-19,Tier1,False
Business Intelligence Developer,Netsol,Multan,Full-time,Mid,2.1,220,"ETL, Kubernetes, SQL, Power BI, MLflow, Data Warehouse, Excel, Airflow",Not Specified,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Kubernetes, SQL, Power BI, MLflow, Data Warehouse, Excel, Airflow.
        Experience required: 2.1+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Stock Options, Flexible Hours, Remote Work, Transport Allowance, Performance Bonus",2024-08-24,MNC,False
Associate NLP Engineer,Systems Ltd,Faisalabad,Freelance,Junior,1.2,225,"Hugging Face, TensorFlow, Flask, PyTorch, NLP, Python, LLMs",PhD,"We are hiring a Associate NLP Engineer to join our team. 
        Required skills: Hugging Face, TensorFlow, Flask, PyTorch, NLP, Python, LLMs.
        Experience required: 1.2+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Health Insurance, Transport Allowance, Remote Work, Flexible Hours",2024-02-16,MNC,True
Full Stack Developer,Systems Ltd,Hybrid (Islamabad),Full-time,Senior,6.8,295,"Node.js, SQL, JavaScript, Python, Docker, React, Git",Masters,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, SQL, JavaScript, Python, Docker, React, Git.
        Experience required: 6.8+ years.
        This is a Contract position.
        Education: Masters preferred.","Performance Bonus, Health Insurance, Annual Bonus, Medical Coverage, Stock Options",2025-02-28,MNC,False
AI Research Engineer,Netsol,Lahore,Full-time,Senior,6.1,550,"AWS, TensorFlow, MLflow, PyTorch, Python, Deep Learning, BERT",PhD,"We are hiring a AI Research Engineer to join our team. 
        Required skills: AWS, TensorFlow, MLflow, PyTorch, Python, Deep Learning, BERT.
        Experience required: 6.1+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Stock Options, Professional Development, Transport Allowance",2024-09-12,MNC,True
Full Stack Developer,10Pearls,Multan,Freelance,Junior,1.1,255,"Node.js, TensorFlow, SQL, MLflow, JavaScript, Python, Docker, React",Bachelors,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, TensorFlow, SQL, MLflow, JavaScript, Python, Docker, React.
        Experience required: 1.1+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Annual Bonus, Food Allowance, Flexible Hours, Medical Coverage",2024-07-10,MNC,False
NLP Engineer,Systems Ltd,Islamabad,Full-time,Mid,4.9,480,"Hugging Face, TensorFlow, PyTorch, MLflow, NLP, Python, LLMs, Git",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, TensorFlow, PyTorch, MLflow, NLP, Python, LLMs, Git.
        Experience required: 4.9+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Professional Development, Flexible Hours",2024-02-02,MNC,True
Data Scientist,Netsol,Remote,Freelance,Senior,6.4,385,"Kubernetes, SQL, Python, PostgreSQL, Statistics, Machine Learning, BERT, Data Visualization",Not Specified,"We are hiring a Data Scientist to join our team. 
        Required skills: Kubernetes, SQL, Python, PostgreSQL, Statistics, Machine Learning, BERT, Data Visualization.
        Experience required: 6.4+ years.
        This is a Freelance position.
        Education: PhD preferred.","Annual Bonus, Food Allowance, Transport Allowance, Flexible Hours",2025-03-19,MNC,True
AI Research Engineer,Systems Ltd,Remote,Contract,Junior,1.9,515,"AWS, MLflow, PyTorch, Python, Deep Learning, MongoDB, BERT",PhD,"We are hiring a AI Research Engineer to join our team. 
        Required skills: AWS, MLflow, PyTorch, Python, Deep Learning, MongoDB, BERT.
        Experience required: 1.9+ years.
        This is a Full-time position.
        Education: PhD preferred.","Annual Bonus, Remote Work, Food Allowance, Performance Bonus",2025-02-25,MNC,True
Business Intelligence Developer,Folio3,Multan,Freelance,Mid,2.5,170,"ETL, Node.js, SQL, Power BI, MLflow, Data Warehouse, Excel, BERT",Not Specified,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Node.js, SQL, Power BI, MLflow, Data Warehouse, Excel, BERT.
        Experience required: 2.5+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Medical Coverage, Stock Options, Health Insurance, Annual Bonus",2024-01-30,Tier1,False
Data Scientist,Systems Ltd,Islamabad,Full-time,Mid,4.1,405,"TensorFlow, SQL, PyTorch, Python, PostgreSQL, Statistics, Machine Learning, Data Visualization",Bachelors,"We are hiring a Data Scientist to join our team. 
        Required skills: TensorFlow, SQL, PyTorch, Python, PostgreSQL, Statistics, Machine Learning, Data Visualization.
        Experience required: 4.1+ years.
        This is a Freelance position.
        Education: Masters preferred.","Transport Allowance, Food Allowance, Professional Development, Annual Bonus",2024-02-09,MNC,True
Data Analyst,Contour,Rawalpindi,Freelance,Senior,8.7,355,"Kubernetes, Node.js, SQL, Power BI, Python, Excel, MongoDB, Data Visualization",Not Specified,"We are hiring a Data Analyst to join our team. 
        Required skills: Kubernetes, Node.js, SQL, Power BI, Python, Excel, MongoDB, Data Visualization.
        Experience required: 8.7+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Annual Bonus, Performance Bonus, Stock Options",2024-09-08,Tier2,False
Machine Learning Engineer,Netsol,Remote,Full-time,Mid,2.7,380,"TensorFlow, Flask, PyTorch, Python, LLMs, Docker, PostgreSQL",Bachelors,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, Flask, PyTorch, Python, LLMs, Docker, PostgreSQL.
        Experience required: 2.7+ years.
        This is a Full-time position.
        Education: Masters preferred.","Health Insurance, Food Allowance, Medical Coverage, Flexible Hours, Professional Development",2024-04-12,MNC,True
Machine Learning Engineer,Techlogix,Hybrid (Lahore),Contract,Junior,0.2,185,"AWS, TensorFlow, PyTorch, MLflow, Python, Docker, MLOps",Bachelors,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: AWS, TensorFlow, PyTorch, MLflow, Python, Docker, MLOps.
        Experience required: 0.2+ years.
        This is a Freelance position.
        Education: PhD preferred.","Medical Coverage, Stock Options, Remote Work",2024-12-14,Tier1,True
Machine Learning Engineer,10Pearls,Faisalabad,Freelance,Senior,8.5,505,"Kubernetes, AWS, TensorFlow, PyTorch, Python, Docker, MLOps, BERT",Masters,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: Kubernetes, AWS, TensorFlow, PyTorch, Python, Docker, MLOps, BERT.
        Experience required: 8.5+ years.
        This is a Freelance position.
        Education: PhD preferred.","Professional Development, Medical Coverage, Annual Bonus",2024-11-21,MNC,True
Data Analyst,Contour,Islamabad,Freelance,Mid,3.4,185,"SQL, Flask, Power BI, MLflow, Excel, Python, React, Data Visualization",Not Specified,"We are hiring a Data Analyst to join our team. 
        Required skills: SQL, Flask, Power BI, MLflow, Excel, Python, React, Data Visualization.
        Experience required: 3.4+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Medical Coverage, Professional Development, Remote Work, Flexible Hours, Annual Bonus",2024-08-01,Tier2,False
Junior DevOps Engineer,Systems Ltd,Rawalpindi,Contract,Mid,3.8,335,"Kubernetes, AWS, PyTorch, CI/CD, Linux, React, PostgreSQL",Masters,"We are hiring a Junior DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, PyTorch, CI/CD, Linux, React, PostgreSQL.
        Experience required: 3.8+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Food Allowance, Medical Coverage, Annual Bonus",2025-01-10,MNC,False
Business Intelligence Developer,Netsol,Lahore,Contract,Mid,3.9,285,"ETL, Kubernetes, SQL, Power BI, Data Warehouse, Excel, LLMs, BERT",Not Specified,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Kubernetes, SQL, Power BI, Data Warehouse, Excel, LLMs, BERT.
        Experience required: 3.9+ years.
        This is a Full-time position.
        Education: PhD preferred.","Flexible Hours, Stock Options, Performance Bonus, Professional Development",2025-03-19,MNC,False
DevOps Engineer,Systems Ltd,Rawalpindi,Full-time,Mid,2.5,245,"AWS, Node.js, PyTorch, CI/CD, Docker, Linux, Airflow",PhD,"We are hiring a DevOps Engineer to join our team. 
        Required skills: AWS, Node.js, PyTorch, CI/CD, Docker, Linux, Airflow.
        Experience required: 2.5+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Medical Coverage, Health Insurance, Annual Bonus, Flexible Hours",2025-03-27,MNC,False
NLP Engineer,Netsol,Hybrid (Islamabad),Contract,Junior,1.2,455,"Hugging Face, Node.js, AWS, Flask, PyTorch, Python, LLMs, Airflow",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Node.js, AWS, Flask, PyTorch, Python, LLMs, Airflow.
        Experience required: 1.2+ years.
        This is a Freelance position.
        Education: PhD preferred.","Stock Options, Annual Bonus",2024-08-18,MNC,True
NLP Engineer,Netsol,Faisalabad,Contract,Mid,3.9,455,"Hugging Face, AWS, PyTorch, NLP, Python, LLMs, Git, Airflow",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, PyTorch, NLP, Python, LLMs, Git, Airflow.
        Experience required: 3.9+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Remote Work, Medical Coverage, Stock Options",2024-08-30,MNC,True
